smiles,pIC50
c1cnc(Nc2cc(OC(C)C)ccc2)nc1N1CCC(F)CC1,9.5
c1ccc2nc(N1CCCC1)nc(Nc3ccc(Cl)cc3)c2c1,5.714
c1ccc2[nH]c(Nc3ccnc(NC1CC1)n3)nc2c1,7.267
c1cnc(Nc2ccc(C(F)(F)F)cc2)nc1N1CCNCC1,6.549
c1cnc(Nc2cccc(OC(F)(F)F)c2)nc1N(C)CC,6.875
c1cnc(Nc2ccnc(F)c2)nc1N1CCN(C)CC1,6.758
c1nc(Nc2ccc(Cl)cc2)nc(n1)N1CCC(F)CC1,7.109
c1cnc(Nc2ccc(Cl)cc2)nc1N1CC(F)(F)C1,6.303
c1cnc(Nc2cc(NC(=O)C)ccc2)nc1NC1CCC1,7.419
c1cnc(Nc2ccc(Cl)cc2)nc1N1CCOCC1,
c1ccnc(Nc2cccc(C1CCC1)c2)c1N1CCCC1,
COc1cc2nc(N1CCCCC1)nc(Nc3cccc(OC)c3)c2cc1OC,7.17
c1nc(Nc2cccc(C)c2)nc(n1)N1CCC(N)CC1,
c1ccnc(Nc2cccc(C(F)(F)F)c2)c1N1CC(C)CC1,7.695
c1cnc(Nc2cc(OC)ccc2)nc1N1CCC(N)CC1,7.05
c1ccnc(Nc2cccc(C(F)(F)F)c2)c1NC,6.531
c1cnc(Nc2ccc(N(C)C)cc2)nc1N(CC)CC,7.757
c1nc(Nc2cccc(C1CCC1)c2)nc(n1)N1CCC(F)CC1,7.056
c1cnc(Nc2ccc(NCC)cc2)nc1N1CCCCC1,
c1cnc(Nc2ccc(C(=O)NC)cc2)nc1N1CCCC1C,
c1ccnc(Nc2ccc(C1CCC1)cc2)c1NCC(C)C,8.976
c1nc(Nc2ccc(C(F)(F)F)cc2)nc(n1)N1CCOC1,7.937
c1ccc2nc(N1CCNCC1)nc(Nc3cccc(C)c3)c2c1,6.604
c1nc(Nc2cccc(C)c2)nc(n1)NCC,8.237
c1cnc(Nc2cccc(F)c2)nc1NC,7.518
c1ccc2[nH]c(Nc3ccnc(N1CCC(O)CC1)n3)nc2c1,7.593
c1ccc2nc(NCC)nc(Nc3ccc(CC)cc3)c2c1,7.95
c1cc(Nc2ccc(CC)cc2)ncc1N1CCC(F)CC1,7.153
c1cnc(Nc2cc(C(C)(C)C)ccc2)nc1N1CCCCC1C,7.836
c1cnc(Nc2cc(OC)ccc2)nc1N1CCCC(O)C1,7.289
c1cnc(Nc2cc(C1CCC1)ccc2)nc1N1CCCC1C,6.483
c1ccnc(Nc2ccc(C1CC1)cc2)c1NCC(C)C,8.867
c1ccc2nc(NCCC)nc(Nc3cccc(OC(F)(F)F)c3)c2c1,8.262
c1ccnc(Nc2cccc(C1CCC1)c2)c1NCCC,8.302
c1nc(Nc2ccc(C(=O)NC)cc2)nc(n1)N1CC(O)CC1,7.886
c1cnc(Nc2ccc(c1ccoc1)cc2)nc1N1CCC(O)CC1,7.532
c1nc(Nc2ccc(S(=O)(=O)C)cc2)nc(n1)N1CC(O)CC1,7.536
c1cnc(Nc2ccc(NS(=O)(=O)C)cc2)nc1N1CCN(C(=O)C)CC1,
c1ccnc(Nc2ccc(OC)cc2)c1NCC(C)C,7.277
c1ccc2nc(NCC)nc(Nc3cccc(CC)c3)c2c1,8.887
c1cnc(Nc2cc(Br)ccc2)nc1N1CC(C)CC1,8.42
c1nc(Nc2cccc(S(=O)(=O)C)c2)nc(n1)NCC(C)C,6.151
c1nc(Nc2ccc(C(C)C)cc2)nc(n1)NCC,
COc1cc2nc(NC1CC1)nc(Nc3cccc(C1CC1)c3)c2cc1OC,6.738
c1nc(Nc2cccc(C#N)c2)nc(n1)N1CCOC1,7.256
COc1cc2nc(N1CCC(O)CC1)nc(Nc3cccc(C1CC1)c3)c2cc1OC,7.516
c1cc(Nc2ccc(NC(=O)C)cc2)ncc1N1CCCC1,7.79
c1nc(Nc2ccc(C#N)cc2)nc(n1)N1CCC(F)CC1,6.826
COc1cc2nc(NC1CCNCC1)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,
c1ccc2nc(N1CC(C)CC1)nc(Nc3cccc(CN)c3)c2c1,6.573
c1cnc(Nc2ccc(NCC)cc2)nc1N1CCOC1,7.725
c1ccc2nc(N1CCNCC1)nc(Nc3ccc(S(=O)(=O)C)cc3)c2c1,6.53
c1ccc2nc(N1CCC(O)CC1)nc(Nc3cccc(NC(=O)C)c3)c2c1,7.555
c1cnc(Nc2cc(Br)ccc2)nc1N1CCN(CC)CC1,7.036
c1cnc(Nc2ccc(c1ccsc1)cc2)nc1N1CCN(C(=O)C)CC1,7.968
c1cnc(Nc2cc(OC(F)(F)F)ccc2)nc1NCCC,
c1nc(Nc2ccc(N(C)C)cc2)nc(n1)NC,7.937
c1ccc2nc(N(C)CC)nc(Nc3cccc(C(F)(F)F)c3)c2c1,7.477
c1cnc(Nc2ccc(C1CCC1)cc2)nc1N1CCC(F)CC1,7.543
c1cnc(Nc2cc(OCC)ccc2)nc1N1CCCCC1C,6.718
c1cnc(Nc2ccc(NCC)cc2)nc1NC1CCC1,7.865
c1cnc(Nc2ccc(OCCF)cc2)nc1N1CCCCC1,6.984
c1cnc(Nc2ccc(OC(F)(F)F)cc2)nc1N1CCN(C(=O)C)CC1,7.39
COc1cc2nc(NC1CC1)nc(Nc3cccc(S(=O)(=O)C)c3)c2cc1OC,8.638
c1cnc2cc(Nc3ccc(C(C)(C)C)cc3)cn2c1,6.228
c1cc(Nc2ccc(C(=O)NC)cc2)ncc1N1CCN(CC)CC1,8.206
COc1cc2nc(N1CC(C)CC1)nc(Nc3cccc(C)c3)c2cc1OC,5.596
c1ccc2nc(N1CC(O)CC1)nc(Nc3ccc(C(=O)N)cc3)c2c1,9.5
c1ccc2nc(NCCC)nc(Nc3ccc(C)cc3)c2c1,6.194
c1nc(Nc2ccc(CC)cc2)nc(n1)N1CCCC1,7.687
c1cnc(Nc2cc(C1CC1)ccc2)nc1N(CC)CC,6.953
c1cc(F)c2[nH]c(-c3ccnc(NCC1CC1)n3)nc2c1,8.66
c1c(C)cc2[nH]c(-c3ccnc(N1CCN(C)CC1)n3)nc2c1,7.337
c1cnc(Nc2ccc(C(F)(F)F)cc2)nc1NCCC,6.925
c1cnc2c(Nc3ccc(OC(F)(F)F)cc3)ccn2c1,9.5
c1ccnc(Nc2cccc(C(F)(F)F)c2)c1N1CCNCC1,6.704
COc1cc2nc(N1CCNCC1)nc(Nc3ccc(C(C)C)cc3)c2cc1OC,7.176
c1ccnc(Nc2cccc(NC(=O)C)c2)c1N1CCN(CC)CC1,
c1cc(C)c2[nH]c(-c3ccnc(N1CC(F)(F)C1)n3)nc2c1,6.191
c1cc(Nc2ccc(C1CC1)cc2)ncc1N1CCN(C)CC1,5.965
COc1cc2nc(N(C)CC)nc(Nc3ccc(CCC)cc3)c2cc1OC,8.618
COc1cc2nc(NC1CCNCC1)nc(Nc3ccc(C#N)cc3)c2cc1OC,7.398
c1ccc2nc(NC1CCNCC1)nc(Nc3ccc(C(=O)NC)cc3)c2c1,6.373
COc1cc2nc(N1CCN(CC)CC1)nc(Nc3ccc(C(=O)N)cc3)c2cc1OC,7.437
COc1cc2nc(NCCC)nc(Nc3ccc(C1CC1)cc3)c2cc1OC,7.019
c1cnc(Nc2cc(C(=O)O)ccc2)nc1NCC1CC1,8.027
c1cnc(Nc2ccc(c1ccoc1)cc2)nc1NC1CCNCC1,7.503
c1cnc(Nc2cc(C1CC1)ccc2)nc1NC,7.378
c1cc(Nc2ccc(C(C)C)cc2)ncc1N1CCN(CC)CC1,7.368
c1cnc2[nH]cc(Nc3ccc(c1ccoc1)cc3)c2n1,8.506
c1cnc(Nc2cc(Cl)ccc2)nc1NC1CC1,7.613
c1cnc(Nc2cc(NS(=O)(=O)C)ccc2)nc1N1CCN(C(=O)C)CC1,7.53
c1ccc2nc(N1CC(C)CC1)nc(Nc3cccc(NC(=O)C)c3)c2c1,6.289
COc1cc2nc(NC1CC1)nc(Nc3ccc(C#N)cc3)c2cc1OC,
c1nc(Nc2ccc(C(F)(F)F)cc2)nc(n1)N1CC(C)CC1,5.359
c1cnc(Nc2ccc(SC)cc2)nc1N1CCOCC1,7.47
c1cnc(Nc2ccc(S(=O)(=O)C)cc2)nc1NC1CCNCC1,6.848
c1cnc(Nc2cc(SC)ccc2)nc1N1CCCCC1C,7.666
c1ccc2nc(NC1CCNCC1)nc(Nc3cccc(Cl)c3)c2c1,6.761
c1nc(Nc2ccc(C(=O)N)cc2)nc(n1)NC1CCNCC1,8.223
c1ccnc(Nc2ccc(CC)cc2)c1N(C)CC,7.221
c1ccc2nc(NCCC)nc(Nc3cccc(S(=O)(=O)C)c3)c2c1,6.374
c1cnc(Nc2ccc(C(C)(C)C)cc2)nc1NC,
COc1cc2nc(N1CCC(O)CC1)nc(Nc3ccc(Cl)cc3)c2cc1OC,8.46
c1cnc(Nc2ccc3[nH]nc(C)c3c2)nc1N1CCN(CC)CC1,6.881
c1cnc(Nc2ccc(SC)cc2)nc1NCCC,
c1cnc(Nc2ccc(NC(=O)C)cc2)nc1NCC,6.853
c1ccnc(Nc2ccc(C#N)cc2)c1N1CCOCC1,8.089
c1cc(Nc2ccc(C1CCC1)cc2)ncc1N1CCCC(O)C1,6.922
c1ccnc(Nc2ccc(NC(=O)C)cc2)c1N1CC(C)CC1,7.256
c1cnc(Nc2ccc(C(=O)N)cc2)nc1N1CCC(F)CC1,
COc1cc2nc(N1CCCCC1)nc(Nc3ccc(C(=O)NC)cc3)c2cc1OC,6.615
c1cnc(Nc2ccc(OC(F)(F)F)cc2)nc1N1CC(F)(F)C1,
COc1cc2nc(N1CC(C)CC1)nc(Nc3ccc(NC(=O)C)cc3)c2cc1OC,6.805
c1ccnc(Nc2cccc(Cl)c2)c1N1CCOC1,7.786
c1ccnc(Nc2cccc(C(C)C)c2)c1N1CCNCC1,7.49
c1cnc(Nc2ccc(OC)cc2)nc1N1CC(C)CC1,
c1cnc(Nc2cc(c1ccoc1)ccc2)nc1N1CCCCC1C,7.546
c1nc(Nc2ccc(C(C)C)cc2)nc(n1)N1CCOC1,9.173
c1cnc2[nH]cc(Nc3ccc(Cl)cc3)c2n1,7.535
c1cnc(Nc2cc(SC)ccc2)nc1N1CC(O)CC1,
c1cnc(Nc2cccc(CC)c2)nc1NC,
c1ccnc(Nc2ccc(CC)cc2)c1NCCC,6.326
COc1cc2nc(N1CCCC(O)C1)nc(Nc3cccc(C(=O)N)c3)c2cc1OC,6.202
c1nc(Nc2cccc(OC(F)(F)F)c2)nc(n1)NCC(C)C,6.375
c1nc(Nc2ccc(CC)cc2)nc(n1)N1CCC(N)CC1,7.417
c1ccnc(Nc2ccc(C(F)(F)F)cc2)c1N1CCOC1,7.014
c1cc(Nc2ccc(OC(F)(F)F)cc2)ncc1NC1CCNCC1,7.21
c1c(F)cc2[nH]c(-c3ccnc(N1CCC(F)CC1)n3)nc2c1,6.724
c1cnc(Nc2ccc(S(=O)(=O)C)cc2)nc1N1CC(C)CC1,
c1cnc(Nc2ccc(c1ccsc1)cc2)nc1N1CCC(F)CC1,6.754
c1ccnc(Nc2ccc(F)cc2)c1N1CCC(N)CC1,
c1cc(Nc2ccc(C(=O)NC)cc2)ncc1N1CC(C)CC1,
c1nc(Nc2ccc(C1CCC1)cc2)nc(n1)N1CCN(C)CC1,
c1cnc(Nc2ccc(S(=O)(=O)C)cc2)nc1N1CCNCC1,7.802
c1ccc2nc(N1CCC(N)CC1)nc(Nc3cccc(CCC)c3)c2c1,7.116
c1ccc2nc(N1CCCCC1)nc(Nc3cccc(CCC)c3)c2c1,5.943
COc1cc2nc(N1CCCC1)nc(Nc3ccc(C1CCC1)cc3)c2cc1OC,7.174
c1nc(Nc2ccc(OCCC)cc2)c2nc[nH]c2n1,6.628
c1cc(Nc2ccc(N(C)C)cc2)ncc1N1CCC(F)CC1,6.952
c1nc(Nc2cccc(C1CCC1)c2)nc(n1)N1CCOC1,7.792
c1ccc2nc(NC1CC1)nc(Nc3ccc(OC(F)(F)F)cc3)c2c1,7.454
c1ccnc(Nc2cccc(Br)c2)c1N1CCC(F)CC1,6.72
c1ccc2[nH]c(-c3ccnc(N1CC(C)CC1)n3)nc2c1,7.07
c1ccnc(Nc2cccc(N(C)C)c2)c1N1CCC(F)CC1,5.683
c1cnc(Nc2ccc(OCCC)cc2)nc1NCC(C)C,7.295
c1cc(Nc2ccc(N(C)C)cc2)ncc1N(C)CC,7.354
c1ccc2nc(N1CCOCC1)nc(Nc3ccc(S(=O)(=O)C)cc3)c2c1,7.131
c1cnc(Nc2cc(CC)ccc2)nc1N(CC)CC,
c1ccc2nc(N1CCCCC1)nc(Nc3ccc(C1CC1)cc3)c2c1,7.101
c1cc(Nc2ccc(C(F)(F)F)cc2)ncc1N1CCC(F)CC1,7.227
COc1cc2nc(N1CC(C)CC1)nc(Nc3cccc(NC(=O)C)c3)c2cc1OC,8.48
c1ccnc(Nc2cccc(OC)c2)c1N1CCN(CC)CC1,8.279
c1cnc(Nc2ccc(C(C)(C)C)cc2)nc1NC1CCC1,7.109
c1cnc(Nc2cc(Br)ccc2)nc1N1CCCC(O)C1,
c1ccnc(Nc2cccc(OC)c2)c1N1CCOCC1,7.197
COc1cc2nc(N1CCC(N)CC1)nc(Nc3ccc(C1CCC1)cc3)c2cc1OC,7.588
c1cnc(Nc2cc(C(C)(C)C)ccc2)nc1NC1CCNCC1,7.734
COc1cc2nc(N1CCN(CC)CC1)nc(Nc3cccc(OC)c3)c2cc1OC,7.076
COc1cc2nc(N1CCOCC1)nc(Nc3cccc(CCC)c3)c2cc1OC,6.185
c1ccnc(Nc2ccc(CC)cc2)c1NC1CC1,8.192
c1ccc2nc(N1CC(O)CC1)nc(Nc3ccc(C#N)cc3)c2c1,7.221
COc1cc2nc(N1CCCC1)nc(Nc3cccc(F)c3)c2cc1OC,
c1cnc(Nc2cc(c1ccsc1)ccc2)nc1NCC,
c1nc(Nc2ccc(C(=O)N)cc2)nc(n1)NCCC,7.134
c1cc(Nc2ccc(C(=O)NC)cc2)ncc1N1CCN(C)CC1,7.646
c1cnc2cc(Nc3ccc(SC)cc3)cn2c1,7.156
c1nc(Nc2ccc(OC(F)(F)F)cc2)nc(n1)N1CCC(O)CC1,7.532
c1cc(Nc2ccc(C(=O)N)cc2)ncc1NC,6.57
c1cnc(Nc2ccc(SC)cc2)nc1N1CCCC1,7.267
COc1cc2nc(N1CCOC1)nc(Nc3cccc(CC)c3)c2cc1OC,6.556
c1cnc(Nc2ccc(C(=O)NCC)cc2)nc1N1CCCCC1C,8.046
c1ccnc(Nc2ccc(Br)cc2)c1NC1CCNCC1,6.176
c1ccnc(Nc2cccc(Br)c2)c1N1CCCC(O)C1,8.033
c1nc(Nc2ccc(C(F)(F)F)cc2)nc(n1)NCC(C)C,5.992
c1cnc(Nc2cccc(OC)c2)nc1N1CCOC1,7.624
c1ccnc(Nc2cccc(C(=O)N)c2)c1N1CCCCC1,7.298
COc1cc2nc(N1CCCC1)nc(Nc3ccc(F)cc3)c2cc1OC,7.528
c1cnc(Nc2ccc(C1CC1)cc2)nc1N1CCNCC1,7.658
c1ccnc(Nc2ccc(CC)cc2)c1N1CCNCC1,6.769
c1cnc(Nc2ccc(CCC)cc2)nc1NC,7.303
c1ccnc(Nc2ccc(C)cc2)c1NC1CCNCC1,7.035
c1ccc2nc(NCC(C)C)nc(Nc3ccc(C(F)(F)F)cc3)c2c1,7.875
c1nc(Nc2cccc(C1CC1)c2)nc(n1)N1CC(O)CC1,7.895
c1nc(Nc2cccc(CCC)c2)nc(n1)NC,6.659
c1nc(Nc2ccc(C#N)cc2)nc(n1)N1CCCCC1,7.154
c1cnc(Nc2cccc(C(F)(F)F)c2)nc1NC1CCNCC1,6.923
COc1cc2nc(N1CCN(C)CC1)nc(Nc3ccc(C#N)cc3)c2cc1OC,
COc1cc2nc(NC)nc(Nc3ccc(S(=O)(=O)C)cc3)c2cc1OC,
c1ccnc(Nc2cccc(CCC)c2)c1N1CCOC1,8.499
c1nc(Nc2cccc(C(=O)NC)c2)nc(n1)N1CC(C)CC1,8.134
COc1ccc(Nc2ncnc3[nH]ccc23)cc1,7.724
c1ccc2nc(N1CCOC1)nc(Nc3ccc(OC(F)(F)F)cc3)c2c1,7.641
COc1cc2nc(N1CCN(CC)CC1)nc(Nc3ccc(C#N)cc3)c2cc1OC,6.958
c1cnc(Nc2ccc(C1CC1)cc2)nc1N(C)CC,7.299
c1cc(Nc2ccc(C(=O)N)cc2)ncc1N1CCN(CC)CC1,6.83
c1nc(Nc2ccc(CN)cc2)nc(n1)N1CCCC1,6.513
COc1cc2nc(N1CCCC(O)C1)nc(Nc3cccc(CCC)c3)c2cc1OC,8.033
c1cnc(Nc2cc(C(C)C)ccc2)nc1NCCC,8.183
c1nc(Nc2ccc(CCC)cc2)nc(n1)N1CCNCC1,7.398
c1nc(Nc2cccc(S(=O)(=O)C)c2)nc(n1)N1CCNCC1,7.675
COc1cc2nc(N1CCOC1)nc(Nc3ccc(F)cc3)c2cc1OC,7.315
COc1cc2nc(N1CCNCC1)nc(Nc3cccc(S(=O)(=O)C)c3)c2cc1OC,6.761
c1cc(Nc2ccc(C)cc2)ncc1N1CCOCC1,8.278
c1ccnc(Nc2ccc(N(C)C)cc2)c1N1CCCCC1,7.927
c1cnc(Nc2ccc(C(=O)NCC)cc2)nc1NC1CC1,7.554
COc1cc2nc(N1CCOCC1)nc(Nc3cccc(Cl)c3)c2cc1OC,6.854
c1cnc(Nc2ccc(C(=O)NCC)cc2)nc1N1CCCCC1,
c1ccnc(Nc2cccc(CCC)c2)c1N1CC(C)CC1,7.167
c1cnc(Nc2ccc(S(=O)(=O)C)cc2)nc1N1CCOCC1,7.222
c1cnc(Nc2ccc(CC)cc2)nc1NCC1CC1,6.665
COc1cc2nc(N1CCC(O)CC1)nc(Nc3cccc(C(=O)N)c3)c2cc1OC,8.244
c1ccc2nc(NC)nc(Nc3ccc(C#N)cc3)c2c1,8.494
COc1cc2nc(N1CC(C)CC1)nc(Nc3ccc(C)cc3)c2cc1OC,7.45
c1c(F)cc2[nH]c(-c3ccnc(N1CCCC(O)C1)n3)nc2c1,7.048
c1cnc(Nc2cc(OCCF)ccc2)nc1N(CC)CC,6.422
c1cc(Nc2ccc(Cl)cc2)ncc1N1CCOCC1,7.2
COc1cc2nc(N1CCOCC1)nc(Nc3cccc(C)c3)c2cc1OC,7.863
c1ccnc(Nc2ccc(OCC)cc2)c1N1CC(C)CC1,6.848
c1cc(Nc2ccc(C(=O)NC)cc2)ncc1N1CCC(N)CC1,7.346
c1cnc(Nc2ccc(N(C)C)cc2)nc1NC,6.99
c1cc(Nc2ccc(C1CC1)cc2)ncc1N1CCCC1,
c1cnc(Nc2cccc(Cl)c2)nc1N1CCOCC1,6.108
c1nc(Nc2ccc(S(=O)(=O)C)cc2)nc(n1)NC1CC1,6.172
c1ccnc(Nc2cccc(F)c2)c1N1CCNCC1,5.957
c1ccc2nc(N1CCN(C)CC1)nc(Nc3cccc(C(F)(F)F)c3)c2c1,6.736
c1cc(OC)c2[nH]c(-c3ccnc(NCC1CC1)n3)nc2c1,7.643
c1nc(Nc2cccc(C(=O)N)c2)nc(n1)N1CCNCC1,9.051
c1cnc(Nc2ccc(Cl)cc2)nc1NCC,
c1cnc(Nc2cc(OCCC)ccc2)nc1N1CCOCC1,6.999
c1ccnc(Nc2ccc(NC(=O)C)cc2)c1NC,7.749
c1cnc(Nc2ccc(c1ccsc1)cc2)nc1N1CCCCC1,7.326
c1cc(OC)c2[nH]c(-c3ccnc(N1CCC(OC)CC1)n3)nc2c1,7.898
c1cnc(Nc2cc(C1CCC1)ccc2)nc1NCC(C)C,7.778
c1cnc(Nc2cc(SC)ccc2)nc1N1CC(C)CC1,6.67
COc1cc2nc(N1CCCCC1)nc(Nc3ccc(N(C)C)cc3)c2cc1OC,8.747
COc1cc2nc(NCC(C)C)nc(Nc3cccc(CCC)c3)c2cc1OC,6.806
c1cnc(Nc2cc(c1ccsc1)ccc2)nc1NCCC,7.51
c1cc(Nc2ccc(CC)cc2)ncc1N1CC(O)CC1,6.612
c1ccnc(Nc2ccc(C1CCC1)cc2)c1NC1CC1,5.929
c1nc(Nc2ccc(C1CCC1)cc2)nc(n1)NC1CC1,8.208
c1cnc(Nc2cc(C1CCC1)ccc2)nc1N1CCC(F)CC1,8.944
c1nc(Nc2cccc(OCC)c2)nc(n1)N1CCNCC1,6.29
c1cnc(Nc2cc(F)ccc2)nc1N1CCN(C(=O)C)CC1,6.459
